,tokenID,name,image,animation_url,pot,pet,bark,leaves,fruit,numberOfFruit,groundCover,background
84,85,Bonsai #85,https://ipfs.io/ipfs/QmWi1vKWRqCRuvExesS68BPs2VW8Z3S4SGwQvRKrYJSyGQ,https://ipfs.io/ipfs/QmYhrGBiSTdEn4duAjm2xoEWvL22fy87tEyMGe1oKWDA8e,Modern Ash,Magpie,Golden,Yakisugi Maple,Cherry,15,None,day
85,86,Bonsai #86,https://ipfs.io/ipfs/QmXApwUgNu7C8eHCTzjJUoBAMBTD4vTFqjJucSV2BszKzx,https://ipfs.io/ipfs/QmRfCr93Vk3yVhBZ5qSMjP3syCDCqCVhQ8L6T3V7dyiWj7,Sunrise Clay,None,Wenge,Winter Elm,None,0,None,day
86,87,Bonsai #87,https://ipfs.io/ipfs/QmQ8j3E2fpjzvokZ3X6rw8XsVQdGYwEdSuH3vRamJS2xex,https://ipfs.io/ipfs/QmXW8VJTNhXWc8rdejj13YhdCX3xvUd3ZkNsSLP7U9ugpf,Sunrise Clay,None,Wenge,Momo Maple,None,0,None,day
87,88,Bonsai #88,https://ipfs.io/ipfs/QmQ97Xi99auSbXKeYRAW8DL4omWaitdDKZrTzCuwhW6Rrh,https://ipfs.io/ipfs/QmRGoa92fnsETqhe7vFBVPhArXqsHUd9KT3njA6yVuBsvC,Green Plastic,Magpie,Elm,Fall Simple,Old Seed,17,None,night
88,89,Bonsai #89,https://ipfs.io/ipfs/QmZD2JJTy3xAFfoZKT8nK3xDgv9v2Q5BEM8NbXTSJsTijG,https://ipfs.io/ipfs/QmUtXHxvc1MgfyGEqBRvpUXUrzbAquiEj7ThVn2uKRj2ZG,Aged Terra Cotta,Magpie,Golden,Summer Simple,Old Seed,16,hydrangea,day
89,90,Bonsai #90,https://ipfs.io/ipfs/QmQbrHd7wdJX5Rt3qesH6mJ4c6ZZoguZpSwqfESofgxC8o,https://ipfs.io/ipfs/QmNc3UDrLePARtVQYXWjtC7NYwAaZdpQT42WkZFyGq2prZ,Green Plastic,Robin,Ancient,Fall Simple,None,0,kerria,day
90,91,Bonsai #91,https://ipfs.io/ipfs/Qmd3sj2Vy9KR4NcxQSfW1mmhwUoaceAQ3xk5XYa5MErD6L,https://ipfs.io/ipfs/QmQDcqU7Sc3KVFUi4sHrj3HhsMq4v4ni3hs58uovuW64tP,Yellow Plastic,Bamboo,Elder,Winter Elm,Old Seed,16,grass,night
91,92,Bonsai #92,https://ipfs.io/ipfs/QmUo4gmKnpzmgMhZGbQrj41H9ccvoTg737M8xqmwuNfQn8,https://ipfs.io/ipfs/QmdRQbHTfbisXHUnLBmzQzyezgccon5Ga3LyyNnmBz5EhC,Sunset Clay,Bamboo,Birch,Summer Elm,None,0,rock,day
92,93,Bonsai #93,https://ipfs.io/ipfs/QmcijmS3SYmDJmWMPF5GPSvxvitZzKrUAniXq2vKaQuAtC,https://ipfs.io/ipfs/QmdtWk46FHY1sStrtdeD9wbF1jWY9rajdwStNyT42Boszp,Yellow Plastic,Bamboo,Elm,Yakisugi Maple,None,0,kerria,night
93,94,Bonsai #94,https://ipfs.io/ipfs/QmXPt8vJUFmHbzWhR2NfxjSWixD4u7EttGrpmVsJw5yNjG,https://ipfs.io/ipfs/QmRKsXu3TQGjsaHi6T2srDcVXZmToPMjVUunx5qRoSno6k,Midnight Clay,Mantis,Birch,Yakisugi Maple,None,0,None,day
94,95,Bonsai #95,https://ipfs.io/ipfs/Qme8NsFj8EAc3z5S3ztH7ExDqz5LPAy5zcuKofyJuTJDhF,https://ipfs.io/ipfs/QmWErd9Ck1kKyQYageTVPHdpPgZiT9UVVKtEMYwnZzsHp7,Modern White,Mantis,Cedar,Golden Maple,None,0,hydrangea,day
95,96,Bonsai #96,https://ipfs.io/ipfs/Qmbjvh5y1K6uasN14ND8XzujdMRRiBFgYNJ9C5JQizTzRt,https://ipfs.io/ipfs/QmUrj9y9R8heS7iq5s4hMZHShHuSDEbo6dGVyLcqmdMEvt,Modern Ash,Bamboo,Yakisugi,Golden Maple,None,0,grass,day
96,97,Bonsai #97,https://ipfs.io/ipfs/Qmb4EUCMGPy7RaTfhbi8wRdsxp42eN2gm8sgiqKWQTkStT,https://ipfs.io/ipfs/QmWxbxaUuxCfv9qxW7xSAEJQJhBvFZnh4JBZHrQVCHdbE8,Elder Realm,Mantis,Cedar,Winter Elm,None,0,kerria,Space
97,98,Bonsai #98,https://ipfs.io/ipfs/QmYyJo5X6F3FMK2iQroLyMQHXeBGyC8oPeEXAdk5QR5216,https://ipfs.io/ipfs/QmW6PwBmAmFr9HpoKGK68cMMUrrKhFaZe7PR2gda9oeqMT,Sunset Clay,Mantis,Golden,Momo Maple,None,0,grass,day
98,99,Bonsai #99,https://ipfs.io/ipfs/QmTWQx8nfTCSyLMxvKtSD2Lb9GRDUvMpR3AZCy4ZPyqod4,https://ipfs.io/ipfs/Qma3VjGX7gkRC4SvcqEZR2X6FFfDYs5JDRSnFGHgoAz4gT,Aged Terra Cotta,ElderCrystal Mantis,Cedar,Summer Simple,Young Seed,13,None,day
99,100,Bonsai #100,https://ipfs.io/ipfs/QmSckSnuJUwn74ZFvmNMob9dTwfZzjnXVyeKxuDYah93hx,https://ipfs.io/ipfs/QmWS953fEQgQo77n7MCkmUYWP76X4mTZuq7pH6MUP2tJs8,Yellow Plastic,None,Birch,Momo Maple,None,0,None,day
0,101,Bonsai #101,https://ipfs.io/ipfs/QmNtZpTviBw95JoMKFSfY6grxkkgzqd8SeHy9VG8x2BtLC,https://ipfs.io/ipfs/QmdYGhzLajWW6aimSaQbbZKWbKVnci5PSZhVM7d75PRyZw,Modern Ash,Golden Mantis,Yakisugi,Winter Elm,Young Seed,14,rock,day
1,102,Bonsai #102,https://ipfs.io/ipfs/QmeCCgJqbwDqiVgGRv5TD38ACTtNnE3Ewsbt1SJBA2E1xc,https://ipfs.io/ipfs/QmTP3Y29vuNQGynxhVrobkzKVSRnn8HDwq7Jg1nhFZoXZM,Modern Ash,Magpie,Yakisugi,Summer Elm,Lime,11,grass,night
2,103,Bonsai #103,https://ipfs.io/ipfs/QmYhVEHXQwsVAdezBX3YMMbRrpniquUV7MwYZ9KpquFSvy,https://ipfs.io/ipfs/QmNm1bvo62T7DLZasa99UFba8k28LzWeVRuuinb93oc1os,Modern White,Mantis,Cedar,Red Maple,None,0,kerria,day
3,104,Bonsai #104,https://ipfs.io/ipfs/QmdyJSrUAKx3Q3r2dHyheWKHq6cacRfmt4jGLrdgMDMMjK,https://ipfs.io/ipfs/Qme5zBixVaRXxZNNd8fgXZEbCw19bLqJ7sQsL6rukShJrm,Blue Porcelain,Magpie,Cedar,Summer Simple,None,0,grass,night
4,105,Bonsai #105,https://ipfs.io/ipfs/QmVTQYtNjHC1CwF3B4YAMgNK4TVQHuhdZZLyfRJMKSFnVZ,https://ipfs.io/ipfs/QmNZUpnECC7jg2zz4nWncwpw6p2rCUUPANb8EXJG6R1KYH,Aged Terra Cotta,None,Wenge,Summer Simple,Peach,10,rock,night
5,106,Bonsai #106,https://ipfs.io/ipfs/QmQMB7rzo3EmzyCQHqr1VCSgMzYHCwJ5MECmTDFnJSRXYr,https://ipfs.io/ipfs/QmfPHWnEMJHoshFvXbs3RHi1fowbpVwo6HEc5NXJa1QjNV,Aged Terra Cotta,Magpie,Wenge,Fall Simple,Young Seed,9,hydrangea,night
6,107,Bonsai #107,https://ipfs.io/ipfs/QmUFvNyT89yrhMRU9pg3ycesyWQkVJSGWAtjxBPVhZhcX7,https://ipfs.io/ipfs/QmdM6k2aQp3VkBhZXMc4TXZzGsdofGxprX2gfcPBSXFE26,Aged Terra Cotta,Bamboo,Elm,Momo Maple,None,0,None,night
7,108,Bonsai #108,https://ipfs.io/ipfs/QmZbJrFfD7Pk1NmBQ2ZjDNLNwhiFkKqC3ttp5KMzt41KN7,https://ipfs.io/ipfs/QmZv2TyHegapfweKfAqd6aJN52SyBVdLFG18keeMPAUten,Red Plastic,None,Yakisugi,Winter Elm,None,0,None,day
8,109,Bonsai #109,https://ipfs.io/ipfs/QmcxsyczUTpr6JE2VLHptojiu2ADeGCRvgBLvNzzFS6ZWP,https://ipfs.io/ipfs/QmepwcrPn2D8tWRsnCCec2kUGmumGLuPtWkTGYgxoi4pyK,Blue Porcelain,Mantis,Elm,Summer Simple,None,0,grass,day
9,110,Bonsai #110,https://ipfs.io/ipfs/QmaWtnYw9jkNXw2XDHBMsy9smb8TRC1CazpP5RYbAHpc4f,https://ipfs.io/ipfs/QmWP4tKwFoHn7J5g2H6XKfeWQ6quVbTzi4s6J2M2YcHAKQ,Red Terra Cotta,None,Cedar,Winter Elm,Golden Apple,9,rock,day
10,111,Bonsai #111,https://ipfs.io/ipfs/QmQWMSWvLRhKHTtu7rBw7SRKuSZxzkaGpB4Ag2oSwPBBQw,https://ipfs.io/ipfs/QmQpMqqoxKgHuP24x3u3xymb8CWT97EJKQiBfEAXpzS7Cg,White Porcelain,Magpie,Elm,Summer Simple,Orin Apple,9,rock,day
11,112,Bonsai #112,https://ipfs.io/ipfs/QmZ9oVYrKmyMmiexL8n4a9okaGCJZNxBX37VhUbDdUenwS,https://ipfs.io/ipfs/QmXV5BEToH8K4Xxdq5vRJHcqTYmzc2oSVfSKWyjNnRtHpU,Aged Terra Cotta,Robin,Cedar,Momo Maple,None,0,rock,night
12,113,Bonsai #113,https://ipfs.io/ipfs/Qmf9Va3XU8U6VQMSPdbKM76Kt918UMaYRQb7n9isPaUcC2,https://ipfs.io/ipfs/QmfD2FgQruXzuzf7cburMLVs7G2rLkVjTKuyBaJruSs6oa,Blue Porcelain,Mantis,Yakisugi,Summer Elm,Lime,9,None,day
13,114,Bonsai #114,https://ipfs.io/ipfs/QmXMANBT2kPW4vKftmn39nGh4Ktbrv7hS3h9rmmxAiafSm,https://ipfs.io/ipfs/QmYA7FFMNNzSTMM5kFgcMwEENS3bHFRswfnteQ9hnRe1ib,Aged Terra Cotta,Mantis,Yakisugi,Momo Maple,None,0,rock,day
14,115,Bonsai #115,https://ipfs.io/ipfs/QmUU67tnMjLBg7tvtsJcCdCZqDabXdYr94cLzEifkSEV2x,https://ipfs.io/ipfs/QmbZoKZXtXV7AnK3GuDudyBtnZZjdqitKxRHaU4Pfq6h9t,Red Plastic,None,Ancient,Fall Simple,None,0,None,night
15,116,Bonsai #116,https://ipfs.io/ipfs/QmbfJjAYYnFtjTSzvymSqrbg9DpR8UhDRa76vjACEX4F63,https://ipfs.io/ipfs/QmPPGvGVEcbQdFgcNBwZykk5fjzKTZC4bryrsAoq1HxKbq,Emperor's Heirloom,None,Cedar,Fall Simple,Orin Apple,9,None,day
16,117,Bonsai #117,https://ipfs.io/ipfs/QmecK3zEC6vyrDQktQxCvjQMCxehgbp73nYgHTxdTYWbM4,https://ipfs.io/ipfs/QmZJrNpGJZypkS6cpMRq7HG837hwpsgYqfSLM7DcbhLpox,Red Terra Cotta,Robin,Elm,Red Maple,Yakisugi Apple,12,rock,night
17,118,Bonsai #118,https://ipfs.io/ipfs/QmchBUogrkbwULKveW5XtqNvxPZUm6jqb8Ypwe6mvL1A4r,https://ipfs.io/ipfs/QmfWZUFzD2wTn4K5D4YZ5hjv5AMLh2cxZHEqxvqfmmsZvr,Modern White,Bamboo,Elm,Momo Maple,None,0,grass,day
18,119,Bonsai #119,https://ipfs.io/ipfs/QmcMHVyLdffDUZAHE3MG7qtzBvbda2gqcBi2MyHXAWTFqT,https://ipfs.io/ipfs/QmY8SuxhT1CcCkDQUzD7XMQAyncbrA7mnuBF23hXAsx7mP,Red Terra Cotta,None,Elm,Winter Elm,None,0,None,night
19,120,Bonsai #120,https://ipfs.io/ipfs/QmZvsnKGM89kejnZGWArhMEDdLjTeWRkSnbyWbAzLbnQwk,https://ipfs.io/ipfs/QmV6vzrp97thMUBTum1qBFGJ6mN493Vwc2CdRap62PzGVx,Aged Terra Cotta,Robin,Elm,Summer Simple,Old Seed,4,rock,day
20,121,Bonsai #121,https://ipfs.io/ipfs/QmapMBCuC1MVHoVT39hbGHnEBmnSSLkmhuQzccy17bjaCy,https://ipfs.io/ipfs/QmXvtEBxc82ng2Luczf5JGwofAapMGzvnjdE9apaZaU7Cw,Yellow Plastic,None,Elm,Summer Simple,Young Seed,10,grass,day
21,122,Bonsai #122,https://ipfs.io/ipfs/QmSbkPsMWV3k8P6xEd29CtWXnLxVMQ2So7BroCjnbvxyUK,https://ipfs.io/ipfs/QmUgN2k7bEgqdrDFj9AsRmWacqXJKbewebuUuees75VCbX,Red Terra Cotta,Bamboo,Elm,Fall Simple,None,0,None,night
22,123,Bonsai #123,https://ipfs.io/ipfs/QmaDpmt7ifaEo8hqfqm61FYEqKQUZBGRPYZhb4J8PWA1gT,https://ipfs.io/ipfs/QmT1N5sLw4PtRQN2dcUcUbPAYs9F3EXHgiGkrtXvLs9DVz,White Porcelain,ElderCrystal Mantis,Cedar,Winter Elm,None,0,grass,night
23,124,Bonsai #124,https://ipfs.io/ipfs/QmdhYt7g4E78hHKEoAPs4MAWPuknJsLhc4tUYPNHmEtWBj,https://ipfs.io/ipfs/QmUqznVxphdwhc2zv4WcQjvcMTsy7sZksu6RcnTgtrN276,Sunset Clay,Magpie,Birch,Summer Simple,None,0,None,day
24,125,Bonsai #125,https://ipfs.io/ipfs/QmRPMa2BE8724J4gCdrHFKXNuVrMaUdL5TmKyEKmt5AQN7,https://ipfs.io/ipfs/QmUxWdw3S5sN5tC7bx89RtkaaZuPzn6W95QaNoBqNi7TDU,Modern Ash,Bamboo,Elm,Yakisugi Maple,None,0,None,night
25,126,Bonsai #126,https://ipfs.io/ipfs/QmS6yoKXBj7pB9UzPhYt8WqTyW6jxkxDvbNW5XT34yMRjM,https://ipfs.io/ipfs/QmYdDxQ7KrfnWfB8xXnasUiyvT53cjZQ2FNF7AFdNJFk6J,Modern White,Bamboo,Elm,Winter Elm,Ancient Apple,11,None,night
26,127,Bonsai #127,https://ipfs.io/ipfs/QmTSMXT7naCsoW5BrYWBLmiijRbLv21y6AqGAoZrbpR2Ub,https://ipfs.io/ipfs/QmTH95LteXrSLEyEdzAU8cYei8Bs4wj883h87tfhvGrVAH,Emperor's Gold,Robin,Cedar,Winter Elm,Lemon,18,hydrangea,day
27,128,Bonsai #128,https://ipfs.io/ipfs/QmboTRnWAQbvWsoRR3E7YTUaqtFitNpddEqE4anNvuLFDT,https://ipfs.io/ipfs/QmWCRvuXxP8GX1soZ2dZKkaBaCvto5FcQiv5dsMHeREqQp,Red Terra Cotta,Mantis,Elm,Momo Maple,Ancient Apple,18,kerria,night
28,129,Bonsai #129,https://ipfs.io/ipfs/Qma3BNyYhJanhFgXB2JqZPDBjnVDQmG6yknDAwDqyTm1qr,https://ipfs.io/ipfs/QmeBQ4fBAP4E366DD3ZGSDwB7LUro3h1nHurDPefscGEop,Yellow Plastic,Mantis,Wenge,Momo Maple,None,0,rock,day
29,130,Bonsai #130,https://ipfs.io/ipfs/QmTLQ5YS2QXX23iMMVhtnJMc5SJ6uJ3A4WezvAYN4EovMd,https://ipfs.io/ipfs/QmQXT35k8Qw5gpgXyyifPLzCspyAj2gQLwQhcMLzxLgoJe,Modern White,Magpie,Ancient,Summer Simple,Cherry,17,None,night
30,131,Bonsai #131,https://ipfs.io/ipfs/QmU5dec9c6uSAibmVARa8XNcZxtZETQPT3gkt6uQ7wQ6uT,https://ipfs.io/ipfs/QmYCT4nTDgtXajwBNv2zRS6wByyVJgUHBVfrkzVSgwFa1z,White Porcelain,Robin,Cedar,Sakura,None,0,None,night
31,132,Bonsai #132,https://ipfs.io/ipfs/QmSJFcPv2b3fzQqFvfHozT6b82AcqTnj72tRWm26HpQNt1,https://ipfs.io/ipfs/QmT5td7Kkzj6zcft1MMhZUSA4yn4LXmkSXVrY3B4BcN2Kd,Aged Terra Cotta,None,Cedar,Summer Elm,Persimmon,9,rock,night
32,133,Bonsai #133,https://ipfs.io/ipfs/QmT5kFgairgxdDqqpTgqC6ocodj5ERK2M8XZ9J33DJGhUj,https://ipfs.io/ipfs/QmbbPXmTH2AdrdtDF8j2W6LkEQmqaJxYhYPc7TcTnGZEhZ,Red Terra Cotta,Magpie,Birch,Summer Elm,Golden Apple,13,rock,night
33,134,Bonsai #134,https://ipfs.io/ipfs/QmThNDBxrnionS6nHAr4HNvuHBpESjYHrNjddWsBXLKEpt,https://ipfs.io/ipfs/Qmd52HtZDVJQ18moJRdhdxW2BuzktKsDF5TpSRF8hPaNRb,Midnight Clay,Mantis,Elm,Fall Simple,Lime,20,None,night
34,135,Bonsai #135,https://ipfs.io/ipfs/QmNiPnpLUMMcofSqm9KMnySSzEPBwTK4GtjCzXPhAZp3dq,https://ipfs.io/ipfs/QmdSzKi2y22ojNeMLUkm4SsAudnJXL2zBriufcNfyanf7Z,Modern Ash,Mantis,Cedar,Summer Simple,None,0,kerria,day
35,136,Bonsai #136,https://ipfs.io/ipfs/QmR7wN9Fa8unAzyXf4sdHS8LMDwSfWpjwL34aoUsP22tdq,https://ipfs.io/ipfs/QmXQty1STi8PmhfWRmLbNR3L41Db2JjGAzprquju4BVV86,Aged Terra Cotta,Magpie,Yakisugi,Summer Simple,None,0,grass,day
36,137,Bonsai #137,https://ipfs.io/ipfs/QmTyxyYDv7BJHn32mQdFmiNuoz2DCLjAB83m4sjAZpQZ6a,https://ipfs.io/ipfs/QmWzH2T646uUbjojqttBqNgn3xZqvBVpkjX9K3oU6R5gfV,Midnight Clay,None,Birch,Winter Elm,None,0,None,night
37,138,Bonsai #138,https://ipfs.io/ipfs/Qmco2PPDBYWBxBAuuDUhh2FGBDLiUmeKbfrAbTgFdnXdJC,https://ipfs.io/ipfs/QmaWKXxntfAwsvZgxPwzP8DLvNRnWZ32onmVM7e5o4djNh,Sunset Clay,Bamboo,Birch,Winter Elm,Lime,12,rock,day
38,139,Bonsai #139,https://ipfs.io/ipfs/QmRhWrs4K9g6uSi38zEVQxGJi8H1EE1XeVUNMVRkfD6Zg1,https://ipfs.io/ipfs/QmP5RQ4wsCt1SWCA6b9sKY5jYQJm528PGtufDLszUCaskn,Aged Terra Cotta,Mantis,Wenge,Summer Elm,None,0,kerria,day
39,140,Bonsai #140,https://ipfs.io/ipfs/QmZqUoNkXWTRwCav8VTYjREaJA9xkN88B8B49Li4VR5S7U,https://ipfs.io/ipfs/QmWszNd53GRAi5JaDZZRSPBnsz4kf64pLVh1bvpRFboj5S,Red Terra Cotta,Robin,Wenge,Fall Simple,None,0,grass,night
40,141,Bonsai #141,https://ipfs.io/ipfs/QmXV4PYF5kzyo6dacWubbcXJBbpvkCenDkhKg4Mi6xWviS,https://ipfs.io/ipfs/QmcbvBu2U9a5dLsJ3UtcAL3NERzPXrNnZGYQaUBcq3Wr9V,Sunrise Clay,Mantis,Birch,Yakisugi Maple,Old Seed,13,None,night
41,142,Bonsai #142,https://ipfs.io/ipfs/QmSU1kP3ydtgz2U6SGw9uESCF1gQpJmTcunZEqBJyTZVgB,https://ipfs.io/ipfs/QmUBpq8AzcbvEEvoNv4L4voeTYdnRxrvWioGS5ZCkVpgJu,Green Plastic,Magpie,Yakisugi,Yakisugi Maple,Lime,9,rock,day
42,143,Bonsai #143,https://ipfs.io/ipfs/QmWU5z8o66U83uhHeysXw2YF7rExDynkPAggsKzPC339sD,https://ipfs.io/ipfs/QmV3XpzVszTFFQwjkaGKcSfLdab1RNmUKSww33CB2uP2v1,Blue Plastic,Bamboo,Golden,Momo Maple,Fuji Apple,10,rock,day
43,144,Bonsai #144,https://ipfs.io/ipfs/QmeV6pkEJFeGMyT6oNPrAqpzVDCqxYszK5ejQkrMaK7x2u,https://ipfs.io/ipfs/QmWnhC1hZvAerRokwyueXCK7HzBZarzRaqCsD1rJWKevoN,Yellow Plastic,Mantis,Ancient,Golden Maple,Ancient Apple,12,kerria,day
44,145,Bonsai #145,https://ipfs.io/ipfs/QmUE7k54mviNARKCVpqRZXgkmobehczvGttjvPBRW39GSh,https://ipfs.io/ipfs/QmcPXGwGKGgc6N6KC46hAYS1xJ5V1wJzEbVUbaP7tjVx1a,Red Plastic,Mantis,Cedar,Sakura,None,0,grass,day
45,146,Bonsai #146,https://ipfs.io/ipfs/QmSidXnrf3a3Lzeu7FkMf4cJrKyKAk2oEodVaUw9ZvZugk,https://ipfs.io/ipfs/QmVkLMegJQbgawKanXKqBysCD6vUqvkaF7w133fUqWKx2R,Emperor's Gold,Mantis,Ancient,Summer Elm,Young Seed,10,None,night
46,147,Bonsai #147,https://ipfs.io/ipfs/QmcU47hRzSjspmFSNB7W3a8bWha5fc9Vg3jyQYQSfgfLrB,https://ipfs.io/ipfs/QmVi3q2dD78VV9BvQPJkhxgFz7oU9XYmBKeNGCwThrn3rh,Midnight Clay,Robin,Cedar,Momo Maple,Young Seed,13,None,night
47,148,Bonsai #148,https://ipfs.io/ipfs/QmdfvN6roNtNiydzCyAsp1gEKuoV9eqWGWaGdfbrDU2rjC,https://ipfs.io/ipfs/QmZQbwmKrfwzrfsF9W8eMvN7XDMZ9ZZKEXuRC7N4ecff8s,Sunset Clay,Bamboo,Birch,Sakura,Lime,15,rock,night
48,149,Bonsai #149,https://ipfs.io/ipfs/QmasD9oXRA6waxrWmatgPbF7XDNPnAk6MezDRg28iHmR55,https://ipfs.io/ipfs/QmWrG2nXnofU2z4pzughgtYeTQ85P1REb9oK7TJaEShtUN,Red Plastic,Magpie,Wenge,Summer Elm,None,0,None,day
49,150,Bonsai #150,https://ipfs.io/ipfs/QmTZb5T5fq74Fxztb93CEa1Saze8qURQYLTEPoMBuds7kV,https://ipfs.io/ipfs/QmQG5fQsMgTCxEZ3ZPdemBXwDmkWm9ALwd8nCX17pQFUiR,Aged Terra Cotta,None,Birch,Winter Elm,None,0,grass,day
50,151,Bonsai #151,https://ipfs.io/ipfs/QmbEr1YkysJZyVnkB1ncZKxAdkNDu4qVmGEe3MHewbYLER,https://ipfs.io/ipfs/QmToBW43FVBYw7WTeus5px9dsEqPxXdLBrBVzhukU28P5b,Aged Terra Cotta,Mantis,Cedar,Yakisugi Maple,None,0,grass,day
51,152,Bonsai #152,https://ipfs.io/ipfs/QmNtAqqLWtsKg3tNKRpm4qioCsfVYXoPHDzvB7E51RJNW3,https://ipfs.io/ipfs/QmUxs13XrQQePXszt1X6WUSoFXAZpmnJZ4R2Epp7eUy4Uf,Sunset Clay,Bamboo,Yakisugi,Summer Simple,Mutsu Apple,13,kerria,night
52,153,Bonsai #153,https://ipfs.io/ipfs/QmZTPBioxnMDmgnSok3VMCidG5qUwu47d2FHzxyvr7CXXF,https://ipfs.io/ipfs/QmeRnzAYayxj4BsYo7X1tkAwq5SMqmcqt1WvhbW8fbE8MB,Modern White,Magpie,Cedar,Fall Simple,None,0,grass,day
53,154,Bonsai #154,https://ipfs.io/ipfs/QmRbbmqTBjH23jMCNndSwXkECFib6Qk7ztJHGhAPFattDi,https://ipfs.io/ipfs/QmViyACxYDKJUjREwpTRV9vpBvq82Y5dKUgjK5PpMTpAR6,Green Plastic,None,Birch,Summer Elm,None,0,rock,day
54,155,Bonsai #155,https://ipfs.io/ipfs/QmcV59RrVw2mojxNgDEodQA4XPWLep7agpPtuwk2duZbhi,https://ipfs.io/ipfs/QmarMLmMP4RLGTMDRkjzcieWBsnPw4TY3GimDfWagUyADd,Sunset Clay,Magpie,Wenge,Fall Simple,None,0,rock,day
55,156,Bonsai #156,https://ipfs.io/ipfs/QmX1ms6MtAjc67YrHiXwLZ4ypo21rAzThUsNYBcGi3MzZk,https://ipfs.io/ipfs/QmeRhhb2U9c1iz6D9YFLrQLqnSEEf86LR16WHoJc8e966x,Midnight Clay,None,Yakisugi,Summer Elm,Cherry,13,None,night
56,157,Bonsai #157,https://ipfs.io/ipfs/QmPPYaLAaRUPT2siwGwL4bYU2wVk6axy9WfythqrH4bcRq,https://ipfs.io/ipfs/QmT6E4riosjLJWuAg5nTkrL3iRufJNcpTFMY4bTXU4rAsc,Modern White,Bamboo,Wenge,Winter Elm,Fuji Apple,10,grass,day
57,158,Bonsai #158,https://ipfs.io/ipfs/QmUchdmBjF6s6NTarULgnCupMYn2nJ45RiJ5vRjXbFk4fn,https://ipfs.io/ipfs/QmRcDfRZryLo6NmaUF2bWbnAHoy5grCnLe9mqgSWkZFsL4,Sunset Clay,Mantis,Elm,Sakura,None,0,rock,day
58,159,Bonsai #159,https://ipfs.io/ipfs/QmWqAVJCnfP3FcD8HvTytC9L1FLqbpPi9R8j1oWuh95eFp,https://ipfs.io/ipfs/QmevkSavbEbmfvt8hj2GnxC4Mh1HmA2N5exyoPDSdf2Nb2,Aged Terra Cotta,Mantis,Elm,Red Maple,Lemon,12,grass,day
59,160,Bonsai #160,https://ipfs.io/ipfs/QmaxBFSnGDyFCwzNhbxDJusSU9cc1MaSYVP3jgru3YH3c2,https://ipfs.io/ipfs/QmVF8NccWCvi43caf6ohLMk2zHgSUHuagc1kZzdfUDgT9y,Yellow Plastic,None,Yakisugi,Red Maple,None,0,grass,day
60,161,Bonsai #161,https://ipfs.io/ipfs/QmPcXBy1bGHQaGRiQwzhaLdbEjeGcYmayHBXwyV5rzi8rM,https://ipfs.io/ipfs/QmUku3EnS8jDLg8fgb3gSdjBk9emyQHpoK5xo973sinAbU,Red Plastic,Golden Mantis,Birch,Momo Maple,None,0,None,night
61,162,Bonsai #162,https://ipfs.io/ipfs/QmNdQkAsXhztSkYwfuDJ85ACTJRhoXeBAuzXVjU8zcRh4y,https://ipfs.io/ipfs/QmZLMwPQDdqxoL8onGNV2GaYwJkk6NdDULZUKLNzg2sAc9,Elder Realm,Bamboo,Elm,Yakisugi Maple,None,0,kerria,Space
62,163,Bonsai #163,https://ipfs.io/ipfs/QmaCwVhedWTiS7iRm6aHk8bePiYdf8fDHd2j9oygrj1oCB,https://ipfs.io/ipfs/Qmdg9zqcjjciy1SV4ga5Dki3S5SoXyazF1sFmNHuFA7LcN,Elder Realm,Mantis,Elm,Summer Simple,Lime,12,grass,Space
63,164,Bonsai #164,https://ipfs.io/ipfs/QmQUvt1to8TpCWaqiU8LaY4oE4fG8sFn884W1spSRuTBi1,https://ipfs.io/ipfs/QmVYRi565RHy4N4nyd5RBsAo66Uwr3gQeiBgYyTJ2RnkxF,Yellow Plastic,Mantis,Yakisugi,Momo Maple,Old Seed,12,kerria,day
64,165,Bonsai #165,https://ipfs.io/ipfs/QmZxh2Hac8vP9KCp6X2gzR6LHqDq4cDJ2CWKiFQCj8K3GT,https://ipfs.io/ipfs/QmT5dKzWn9tD3R9yVZZ8rzzGRtd4zotqGiHC2A9HFKLKMz,Sunrise Clay,None,Birch,Winter Elm,None,0,rock,day
65,166,Bonsai #166,https://ipfs.io/ipfs/QmSswY3sgjQw3Ng35u66xU2XjZYvrLp6XViCy8GjzKpodf,https://ipfs.io/ipfs/QmSCxECQcxcWpnqUMfYwDEw5bcvvpgpyowpcQ1LQ6FrTWW,Red Terra Cotta,Mantis,Golden,Ancient Sakura,Golden Apple,15,rock,night
66,167,Bonsai #167,https://ipfs.io/ipfs/QmcsMHYdYNQrCJ2eSNpjeoY43g5bxwPLXMQavBSrS9UY6T,https://ipfs.io/ipfs/QmcpLDTE5aFLyWDrVy5BNZcVWukUwuaDUgd7fJNiFKn2TD,Midnight Clay,None,Golden,Fall Simple,None,0,rock,night
67,168,Bonsai #168,https://ipfs.io/ipfs/QmYm39tkdFfcM3Tkmiqxw6E4ZUYRZ5KpEiytinH1eyFPWy,https://ipfs.io/ipfs/QmWsUwqk7ek4SBTm19x9DPRxhpenGi8HiDTqH4QXjGe8F8,Sunrise Clay,Mantis,Wenge,Sakura,None,0,kerria,night
